transformedRank1,careerMatches1,careerWin%1,surfaceWin%1,bestOfWin%1,tournamentWin%1,tiebreakerWin%1,deciderWin%1,wearOut1,transformedRank2,careerMatches2,careerWin%2,surfaceWin%2,bestOfWin%2,tournamentWin%2,tiebreakerWin%2,deciderWin%2,wearOut2,careerH2H,h2hWin%1,Upset,Odds1,Odds2
2.6434526764861874,1.12,0.49107142857142855,0.5061728395061729,0.5,0.6666666666666666,0.4148936170212766,0.5714285714285714,0.9930065351323368,2.7075701760979363,0.92,0.4673913043478261,0.5,0.4647887323943662,0.6666666666666666,0.4406779661016949,0.6,0.9784799795431139,0.1,0.0,0.0,1.8,1.9
2.230448921378274,1.63,0.5950920245398773,0.5777777777777777,0.578125,0.6335504307434261,0.5859375,0.8,0.9815509144215842,3.3944516808262164,0.19,0.47368421052631576,0.4,0.47368421052631576,0.6666666666666666,0.42105263157894735,0.45927025210211575,0.9796790701321118,0.0,0.6527175235497085,0.0,1.53,2.37
2.681241237375587,0.84,0.4166666666666667,0.48148148148148145,0.417910447761194,1.0,0.4576271186440678,0.16666666666666666,0.9945539155824428,3.0293837776852097,0.08,0.25,0.2,0.3333333333333333,1.0,0.6,0.45927025210211575,0.9504368051562944,0.0,0.6527175235497085,0.0,1.25,3.75
2.278753600952829,1.69,0.6568047337278107,0.6274509803921569,0.6617647058823529,0.6335504307434261,0.49122807017543857,0.4,0.9999999999999978,2.6720978579357175,1.38,0.47101449275362317,0.47368421052631576,0.4789915966386555,0.8571428571428571,0.5131578947368421,0.3333333333333333,0.9020971888635632,0.1,0.0,0.0,1.4,2.75
1.9030899869919435,2.14,0.7289719626168224,0.7083333333333334,0.7134146341463414,0.5,0.575,0.6,0.9999998347184768,3.444044795918076,0.76,0.47368421052631576,0.45714285714285713,0.5,1.0,0.38,0.6666666666666666,0.9999603387189717,0.0,0.6527175235497085,0.0,1.18,4.5
2.255272505103306,1.43,0.5804195804195804,0.5465116279069767,0.5967741935483871,1.0,0.5310734463276836,0.4,0.9361380551248338,2.6127838567197355,0.53,0.5660377358490566,0.52,0.5,0.6666666666666666,0.5606060606060606,0.5,0.9814884737826018,0.1,0.0,1.0,2.25,1.57
2.230448921378274,1.64,0.5975609756097561,0.5824175824175825,0.5813953488372093,1.0,0.5891472868217055,0.8,0.7561252874003674,2.6434526764861874,1.13,0.49557522123893805,0.5121951219512195,0.5053763440860215,0.75,0.42105263157894735,0.5714285714285714,0.7955233697021571,0.0,0.6527175235497085,0.0,1.53,2.37
2.278753600952829,1.7,0.6588235294117647,0.6310679611650486,0.6642335766423357,1.0,0.49122807017543857,0.4,0.6914925874082459,2.8692317197309762,1.1,0.4090909090909091,0.4177215189873418,0.4175824175824176,0.8,0.4935064935064935,0.75,0.9417843986499995,0.0,0.6527175235497085,1.0,1.2,4.33
1.9030899869919435,2.15,0.7302325581395349,0.7107438016528925,0.7151515151515152,0.6666666666666666,0.5785123966942148,0.6,0.5401245493911175,2.681241237375587,0.85,0.4235294117647059,0.4909090909090909,0.4264705882352941,1.0,0.4576271186440678,0.16666666666666666,0.8790860394727147,0.4,1.0,0.0,1.25,3.75
2.230448921378274,1.65,0.6,0.5869565217391305,0.5846153846153846,1.0,0.5846153846153846,0.8,0.640805331360875,2.6127838567197355,0.54,0.5740740740740741,0.5384615384615384,0.5185185185185185,0.75,0.5735294117647058,0.5,0.676948492595723,0.1,1.0,0.0,2.2,1.66
1.9030899869919435,2.16,0.7314814814814815,0.7131147540983607,0.7168674698795181,0.75,0.5785123966942148,0.6,0.47783548587698454,2.8692317197309762,1.11,0.4144144144144144,0.425,0.42391304347826086,0.8333333333333334,0.5,0.75,0.7325121993362437,0.0,0.6527175235497085,0.0,1.14,5.5
1.9030899869919435,2.17,0.7327188940092166,0.7154471544715447,0.718562874251497,0.8,0.5785123966942148,0.6,0.49666476305336194,2.230448921378274,1.66,0.6024096385542169,0.5913978494623656,0.5877862595419847,1.0,0.5909090909090909,0.8,0.635817808366385,0.2,1.0,0.0,1.5,2.62
2.9867717342662448,0.37,0.35135135135135137,0.34782608695652173,0.43478260869565216,0.0,0.5135135135135135,0.75,1.0,3.1072099696478683,0.15,0.3333333333333333,0.4,0.3076923076923077,0.6383032280895348,0.5714285714285714,0.45927025210211575,0.9999999999995695,0.0,0.6527175235497085,1.0,1.9,1.8
2.8750612633917,0.14,0.2857142857142857,0.3,0.3333333333333333,0.6335504307434261,0.4,0.0,0.9997293480525727,2.9084850188786495,1.41,0.574468085106383,0.5853658536585366,0.5847457627118644,0.6383032280895348,0.5384615384615384,0.5,0.9999877076404491,0.0,0.6527175235497085,0.0,2.37,1.53
2.778151250383644,1.49,0.5100671140939598,0.48936170212765956,0.5118110236220472,0.6335504307434261,0.5612244897959183,0.25,0.9945044473988813,2.9030899869919438,1.37,0.45985401459854014,0.4189189189189189,0.4700854700854701,0.6383032280895348,0.5930232558139535,0.5,1.0,0.0,0.6527175235497085,1.0,1.57,2.25
2.591064607026499,1.13,0.45132743362831856,0.4393939393939394,0.4318181818181818,0.6335504307434261,0.4,0.16666666666666666,0.9997892865252046,2.838849090737255,0.32,0.40625,0.4117647058823529,0.5,0.6383032280895348,0.5909090909090909,0.0,0.9957759900932956,0.1,1.0,0.0,1.4,2.75
2.7634279935629373,0.16,0.4375,0.45454545454545453,0.46153846153846156,0.6335504307434261,0.2,0.0,0.9999945980543331,3.3502480183341627,0.05,0.0,0.0,0.0,0.6383032280895348,0.16666666666666666,0.45927025210211575,1.0,0.0,0.6527175235497085,0.0,1.12,6.0
3.424881636631067,0.01,0.0,0.0,0.0,0.6335504307434261,0.5225225079572511,0.4843306832993349,1.0,3.531478917042255,0.0,0.44906612226032416,0.4622308529672163,0.4562093706238171,0.6383032280895348,0.46727943116139736,0.45927025210211575,1.0,0.0,0.6527175235497085,0.0,1.4,2.75
2.6020599913279625,0.78,0.4230769230769231,0.4375,0.43548387096774194,0.6335504307434261,0.4603174603174603,0.5,0.999999999834345,3.3344537511509307,0.0,0.44906612226032416,0.4622308529672163,0.4562093706238171,0.6383032280895348,0.46727943116139736,0.45927025210211575,1.0,0.0,0.6527175235497085,0.0,1.4,2.75
2.8573324964312685,0.67,0.417910447761194,0.5116279069767442,0.4339622641509434,0.5,0.4423076923076923,0.5,0.9999979360915995,3.3404441148401185,0.04,0.0,0.0,0.0,0.6383032280895348,0.0,0.45927025210211575,1.0,0.0,0.6527175235497085,1.0,1.18,4.5
