transformedRank1,careerMatches1,careerWin%1,surfaceWin%1,bestOfWin%1,tournamentWin%1,tiebreakerWin%1,deciderWin%1,wearOut1,transformedRank2,careerMatches2,careerWin%2,surfaceWin%2,bestOfWin%2,tournamentWin%2,tiebreakerWin%2,deciderWin%2,wearOut2,careerH2H,h2hWin%1,Upset,Odds1,Odds2
2.462397997898956,4.34,0.5829493087557603,0.627906976744186,0.5866666666666667,0.6190476190476191,0.5864978902953587,0.6,0.9999427913215269,3.0863598306747484,0.36,0.3055555555555556,0.14285714285714285,0.35714285714285715,0.2,0.45454545454545453,0.25,0.9999999978214326,0.0,0.6958697406744568,0.0,1.25,4.0
2.079181246047625,2.64,0.6136363636363636,0.6,0.6896551724137931,0.7222222222222222,0.5851063829787234,0.6666666666666666,0.9999972003123254,2.9084850188786495,0.5,0.34,0.5,0.3,0.6666666666666666,0.42424242424242425,0.0,0.9958074769012638,0.2,0.5,0.0,1.12,6.0
2.8976270912904414,0.63,0.5238095238095238,0.16666666666666666,0.4444444444444444,0.0,0.5272727272727272,1.0,0.9999997688353994,3.247973266361807,0.01,0.0,0.4950753857432868,0.4556440527141868,0.5423083329907658,0.48437589106483264,0.5111555815555395,1.0,0.0,0.6958697406744568,1.0,2.2,1.66
2.9822712330395684,0.42,0.47619047619047616,0.5357142857142857,0.0,0.0,0.53125,0.4890109402829962,1.0,3.1760912590556813,0.71,0.38028169014084506,0.42424242424242425,0.3,0.3333333333333333,0.4791666666666667,0.09090909090909091,0.9999999904908445,0.0,0.6958697406744568,1.0,1.72,2.1
2.0413926851582254,2.73,0.6483516483516484,0.6075949367088608,0.6727272727272727,0.7058823529411765,0.5191256830601093,0.5,0.9961574303579335,3.2624510897304293,0.07,0.42857142857142855,0.4950753857432868,0.0,0.5423083329907658,0.5,0.5111555815555395,1.0,0.0,0.6958697406744568,0.0,1.12,6.0
2.785329835010767,2.23,0.4663677130044843,0.5213675213675214,0.42857142857142855,0.45454545454545453,0.48633879781420764,0.625,0.9999928885407433,3.0293837776852097,0.06,0.5,0.5,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.6958697406744568,0.0,3.2,1.36
2.4313637641589874,1.41,0.524822695035461,0.36363636363636365,0.5333333333333333,0.0,0.5045045045045045,0.1111111111111111,0.9999996764655216,2.681241237375587,0.94,0.5106382978723404,0.45454545454545453,0.38461538461538464,0.3333333333333333,0.4426229508196721,0.3333333333333333,0.999687763260965,0.0,0.6958697406744568,1.0,1.53,2.5
1.6020599913279625,4.45,0.6606741573033708,0.7486631016042781,0.7326732673267327,0.8,0.573170731707317,0.47619047619047616,0.9537535461650994,2.8325089127062366,2.2,0.41363636363636364,0.512,0.3333333333333333,0.25,0.4649122807017544,1.0,0.9996142272177087,0.3,1.0,1.0,1.1,7.0
2.3979400086720375,2.54,0.5551181102362205,0.5571428571428572,0.66,0.7647058823529411,0.5119617224880383,0.5555555555555556,0.9988414237290204,2.8512583487190755,2.53,0.4624505928853755,0.4807692307692308,0.42857142857142855,0.38461538461538464,0.46798029556650245,0.5555555555555556,0.9964627391907359,0.1,1.0,0.0,1.3,3.5
2.6434526764861874,1.63,0.49693251533742333,0.4583333333333333,0.5161290322580645,0.5714285714285714,0.5225225225225225,0.3,0.9999999994089941,2.838849090737255,4.13,0.5375302663438256,0.4953271028037383,0.5974025974025974,0.6190476190476191,0.5227272727272727,0.9,0.9997902912885519,0.1,0.0,0.0,1.1,7.0
2.690196080028514,4.36,0.6972477064220184,0.7024793388429752,0.7383177570093458,0.7333333333333333,0.6181102362204725,0.7083333333333334,0.9977696367305949,3.2013971243204513,0.22,0.36363636363636365,0.4666666666666667,0.3333333333333333,0.5423083329907658,0.2727272727272727,1.0,1.0,0.0,0.6958697406744568,0.0,1.12,6.0
